# Brothers Summer 2013 (Up to date)
# 1109 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (24.2 m/s).
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position upwind (m),Position parallel to wind (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0,0,0,-0.033178,0,0.033183,0,0,0,0,0,5.7912e-4,43.796,-120.65,9.8008,89,0,0,0,33739,6961.8,39.144,0.126,NaN,241.47,NaN,0.015736,1126711,329.5,2.1641e-6,0.71826,9.5024e-6,0.46992,0.12831,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13.97,153.28,89,0,NaN,5.965,857.26,334.91,0.01,0.018069
0.01,0,0,11.132,0,11.134,0,0,0,0,0,0.19431,43.796,-120.65,9.8008,89,0,0,0,33739,6961.8,39.144,0.126,NaN,241.47,NaN,0.015781,1.13e6,706.26,2.1758e-6,0.718,9.4989e-6,0.46965,0.12831,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13.97,153.28,89,0,NaN,5.965,857.26,334.91,0.01,0.027457
0.02,5.5676e-4,0.11136,21.495,0.11138,21.498,9.7183e-6,0,9.7183e-6,0,0.0019438,0.3752,43.796,-120.65,9.8008,87.797,0,0,0,33731,6954.3,39.139,0.12599,NaN,241.45,NaN,0.015836,1133880,1055.7,2.3126e-5,0.71768,1.0027e-4,0.46933,0.12831,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1726e-5,13.97,153.28,89,0,NaN,5.965,857.26,334.91,0.01,0.028214
0.03,0.0027454,0.32638,31.864,0.32643,31.869,4.7921e-5,0,4.7921e-5,0,0.0056969,0.55619,43.796,-120.65,9.8008,85.49,0,0,0,33723,6945.6,39.133,0.12598,NaN,241.43,NaN,0.015919,1139822,1405.2,1.9545e-4,0.7172,8.3855e-4,0.46885,0.12831,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4368e-5,13.97,153.28,89,0,NaN,5.965,857.26,334.91,0.01,0.028849
0.04,0.0076027,0.64511,42.238,0.64521,42.245,1.3271e-4,0,1.3271e-4,0,0.01126,0.73727,43.796,-120.65,9.8008,82.114,0,0,0,33714,6936.9,39.128,0.12597,NaN,241.41,NaN,0.016067,1150422,1754.6,0.0010245,0.71635,0.0043149,0.468,0.12831,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.793e-5,13.97,153.28,89,0,NaN,5.965,857.26,334.91,0.01,0.029759
0.05,0.016166,1.0676,52.618,1.0678,52.626,2.8218e-4,0,2.8218e-4,0,0.018635,0.91845,43.796,-120.65,9.8008,77.745,0,0,0,33705,6928.3,39.122,0.12596,NaN,241.39,NaN,0.016332,1169442,2104.1,0.0037717,0.71486,0.015373,0.46651,0.12831,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1242e-4,13.97,153.28,89,0,NaN,5.9649,857.26,334.91,0.01,0.030405
# Event LIFTOFF occurred at t=0.06 seconds
0.06,0.029474,1.5939,63.003,1.5942,63.012,5.1446e-4,0,5.1446e-4,0,0.027822,1.0997,43.796,-120.65,9.8008,72.779,0,0,0,33697,6919.6,39.116,0.12595,NaN,241.37,NaN,0.017037,1219933,2453.5,0.010666,0.71103,0.039949,0.46268,0.12832,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6784e-4,13.97,153.28,89,0,NaN,5.9648,857.26,334.91,0.01,0.031038
0.07,0.048563,2.2241,73.393,2.2244,73.404,8.4768e-4,0,8.4768e-4,0,0.038822,1.2811,43.796,-120.65,9.8008,67.321,0,0,0,33688,6910.9,39.11,0.12594,NaN,241.35,NaN,0.017977,1287222,2803,0.025105,0.70624,0.084456,0.45788,0.12832,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.342e-4,13.97,153.28,89,0,NaN,5.9647,857.26,334.91,0.01,0.03167
0.08,0.074475,2.9582,82.473,2.9586,82.485,0.0013,0,0.0013,0,0.051635,1.4396,43.796,-120.65,9.8008,61.624,0,0,0,33679,6902.2,39.104,0.12593,NaN,241.33,NaN,0.019209,1375404,3108.1,0.051434,0.70043,0.15155,0.45206,0.12832,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.115e-4,13.97,153.28,89,0,NaN,5.9645,857.25,334.91,0.01,0.032363
0.09,0.10818,3.7832,83.672,3.7837,83.684,0.0018883,0,0.0018883,0,0.066035,1.4605,43.796,-120.65,9.8008,56.03,0,0,0,33669,6891.7,39.097,0.12592,NaN,241.31,NaN,0.020757,1486254,3147.6,0.093783,0.69377,0.23665,0.4454,0.12832,0.12006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.9837e-4,13.97,153.28,89,0,NaN,5.9643,857.25,334.91,0.01,0.03301
0.1,0.1502,4.6202,83.565,4.6209,83.578,0.0026217,0,0.0026217,0,0.080646,1.4586,43.796,-120.65,9.8008,51.18,0,0,0,33655,6877.6,39.088,0.1259,NaN,241.27,NaN,0.022497,1610864,3142.7,0.15036,0.68702,0.32298,0.43863,0.12832,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.8651e-4,13.97,153.28,89,0,NaN,5.964,857.24,334.91,0.01,0.040189
0.11,0.20058,5.4562,83.463,5.457,83.475,0.0035011,0,0.0035011,0,0.095238,1.4568,43.796,-120.65,9.8008,46.184,0,0,0,33639,6861.8,39.077,0.12588,NaN,241.24,NaN,0.02397,1716314,3137.9,0.22277,0.68181,0.42153,0.4334,0.12833,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.7454e-4,13.97,153.28,89,0,NaN,5.9637,857.24,334.91,0.01,0.040835
0.12,0.25932,6.2912,83.36,6.2921,83.373,0.0045264,0,0.0045264,0,0.10981,1.4551,43.796,-120.65,9.8008,41.8,0,0,0,33623,6846,39.067,0.12586,NaN,241.2,NaN,0.025601,1833092,3133,0.30815,0.67649,0.51116,0.42808,0.12833,0.12009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6247e-4,13.97,153.28,89,0,NaN,5.9633,857.23,334.91,0.01,0.041491
0.13,0.3264,7.1251,83.257,7.1262,83.27,0.0056973,0,0.0056973,0,0.12437,1.4533,43.796,-120.65,9.8008,37.965,0,0,0,33607,6830.2,39.056,0.12584,NaN,241.17,NaN,0.027362,1959113,3128.2,0.40511,0.67123,0.58833,0.4228,0.12834,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.5028e-4,13.97,153.28,89,0,NaN,5.9629,857.23,334.91,0.01,0.043099
0.14,0.40181,7.958,83.153,7.9593,83.166,0.0070137,0,0.0070137,0,0.13891,1.4514,43.796,-120.65,9.8008,34.609,0,0,0,33591,6814.3,39.045,0.12582,NaN,241.13,NaN,0.029227,2092650,3123.3,0.51229,0.66611,0.65206,0.41766,0.12834,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.3799e-4,13.97,153.28,89,0,NaN,5.9624,857.22,334.91,0.01,0.043758
0.15,0.48555,8.7899,83.049,8.7913,83.062,0.0084753,0,0.0084753,0,0.15343,1.4496,43.796,-120.65,9.8008,31.668,0,0,0,33576,6798.5,39.035,0.1258,NaN,241.09,NaN,0.031177,2232300,3118.5,0.62839,0.66118,0.7029,0.41271,0.12835,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.2559e-4,13.97,153.28,89,0,NaN,5.9618,857.21,334.91,0.01,0.044387
0.16,0.57761,9.6208,82.945,9.6222,82.958,0.010082,0,0.010082,0,0.16793,1.4478,43.796,-120.65,9.8008,29.779,0,0,0,33560,6782.7,39.024,0.12579,NaN,241.06,NaN,0.033436,2393984,3113.7,0.75073,0.65595,0.73013,0.40745,0.12835,0.12015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010131,13.97,153.28,89,0,NaN,5.9612,857.2,334.91,0.01,0.045013
0.17,0.67796,10.451,82.841,10.452,82.853,0.011834,0,0.011834,0,0.18242,1.446,43.796,-120.65,9.8008,28.133,0,0,0,33544,6766.9,39.013,0.12577,NaN,241.02,NaN,0.035723,2557739,3108.8,0.88138,0.65109,0.75094,0.40257,0.12836,0.12017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011005,13.97,153.28,89,0,NaN,5.9606,857.19,334.91,0.01,0.045648
0.18,0.78661,11.279,82.747,11.281,82.759,0.01373,0,0.01373,0,0.19688,1.4444,43.796,-120.65,9.8008,26.688,0,0,0,33528,6751.1,39.003,0.12575,NaN,240.99,NaN,0.038034,2723145,3104.3,1.02,0.64657,0.76665,0.39802,0.12837,0.12019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0011877,13.97,153.28,89,0,NaN,5.9599,857.18,334.91,0.01,0.046273
0.19,0.90354,12.107,82.718,12.109,82.731,0.015771,0,0.015771,0,0.21133,1.4439,43.796,-120.65,9.8008,25.411,0,0,0,33512,6735.3,38.992,0.12573,NaN,240.95,NaN,0.040363,2889898,3102.1,1.1662,0.64237,0.77833,0.39378,0.12837,0.12021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012749,13.97,153.28,89,0,NaN,5.9591,857.16,334.91,0.01,0.046899
0.2,1.0288,12.935,82.7,12.937,82.713,0.017957,0,0.017957,0,0.22578,1.4435,43.796,-120.65,9.8008,24.275,0,0,0,33497,6719.6,38.981,0.12571,NaN,240.91,NaN,0.04271,3057867,3100.2,1.3228,0.63981,0.78853,0.39119,0.12838,0.12024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001362,13.97,153.28,89,0,NaN,5.9583,857.15,334.91,0.01,0.047512
0.21,1.1622,13.762,82.681,13.764,82.694,0.020287,0,0.020287,0,0.24022,1.4432,43.796,-120.65,9.8008,22.918,0,0,0,33481,6704,38.971,0.12569,NaN,240.88,NaN,0.044952,3218340,3098.3,1.4899,0.63928,0.80173,0.39063,0.12839,0.12026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014492,13.97,153.28,89,0,NaN,5.9574,857.14,334.91,0.01,0.051159
0.22,1.304,14.589,82.663,14.591,82.675,0.022761,0,0.022761,0,0.25465,1.4429,43.796,-120.65,9.8008,21.691,0,0,0,33465,6688.3,38.96,0.12567,NaN,240.84,NaN,0.047216,3380404,3096.4,1.6639,0.63879,0.81157,0.3901,0.1284,0.12029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0015363,13.97,153.28,89,0,NaN,5.9565,857.12,334.91,0.01,0.052479
0.23,1.454,15.416,82.643,15.418,82.656,0.02538,0,0.02538,0,0.26909,1.4425,43.796,-120.65,9.8008,20.577,0,0,0,33450,6672.7,38.949,0.12565,NaN,240.81,NaN,0.049499,3543832,3094.5,1.8446,0.63832,0.81863,0.38959,0.12841,0.12032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016233,13.97,153.28,89,0,NaN,5.9555,857.11,334.91,0.01,0.053208
0.24,1.6123,16.243,82.624,16.245,82.637,0.028143,0,0.028143,0,0.28352,1.4422,43.796,-120.65,9.8008,19.562,0,0,0,33434,6657.1,38.939,0.12563,NaN,240.77,NaN,0.051799,3708436,3092.5,2.0317,0.63787,0.82339,0.38911,0.12842,0.12035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017104,13.97,153.28,89,0,NaN,5.9545,857.09,334.91,0.01,0.053949
0.25,1.7789,17.069,82.605,17.072,82.617,0.03105,0,0.03105,0,0.29795,1.4419,43.796,-120.65,9.8008,18.633,0,0,0,33418,6641.4,38.928,0.12562,NaN,240.73,NaN,0.054114,3874059,3090.6,2.225,0.63746,0.82628,0.38865,0.12843,0.12038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017974,13.97,153.28,89,0,NaN,5.9534,857.07,334.91,0.01,0.054561
0.26,1.9537,17.896,82.585,17.899,82.597,0.034102,0,0.034102,0,0.31237,1.4415,43.796,-120.65,9.8008,18.083,0,0,0,33403,6625.8,38.918,0.1256,NaN,240.7,NaN,0.056543,4047880,3088.7,2.4316,0.63705,0.82709,0.38819,0.12844,0.12042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018844,13.97,153.28,89,0,NaN,5.9523,857.05,334.91,0.01,0.055173
0.27,2.1368,18.722,82.565,18.725,82.577,0.037298,0,0.037298,0,0.32679,1.4412,43.796,-120.65,9.8008,17.579,0,0,0,33387,6610.2,38.907,0.12558,NaN,240.66,NaN,0.058976,4221994,3086.8,2.6461,0.63666,0.82735,0.38775,0.12845,0.12045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019714,13.97,153.28,89,0,NaN,5.9511,857.03,334.91,0.01,0.055793
0.28,2.3281,19.548,82.544,19.551,82.557,0.040638,0,0.040638,0,0.34121,1.4408,43.796,-120.65,9.8008,17.114,0,0,0,33372,6594.5,38.896,0.12556,NaN,240.62,NaN,0.061413,4396361,3084.9,2.8686,0.6363,0.82717,0.38734,0.12847,0.12049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020584,13.97,153.28,89,0,NaN,5.9499,857.01,334.9,0.01,0.056394
0.29,2.5277,20.374,82.523,20.377,82.536,0.044122,0,0.044122,0,0.35562,1.4405,43.796,-120.65,9.8008,16.686,0,0,0,33356,6578.9,38.886,0.12554,NaN,240.59,NaN,0.063852,4570943,3083,3.0986,0.63595,0.82655,0.38694,0.12848,0.12053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0021454,13.97,153.28,89,0,NaN,5.9486,856.99,334.9,0.01,0.056994
0.3,2.7356,21.199,82.503,21.203,82.515,0.04775,0,0.04775,0,0.37003,1.4401,43.796,-120.65,9.8008,16.289,0,0,0,33340,6563.3,38.875,0.12552,NaN,240.55,NaN,0.066295,4745711,3081.1,3.3353,0.63563,0.82535,0.38656,0.12849,0.12057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022323,13.97,153.28,89,0,NaN,5.9472,856.97,334.9,0.01,0.057596
0.31,2.9517,22.025,82.482,22.028,82.494,0.051523,0,0.051523,0,0.38444,1.4397,43.796,-120.65,9.8008,15.782,0,0,0,33325,6547.6,38.864,0.1255,NaN,240.52,NaN,0.06869,4917041,3079.2,3.5709,0.63533,0.82314,0.38621,0.12851,0.12061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0023192,13.97,153.28,89,0,NaN,5.9458,856.95,334.9,0.01,0.058195
0.32,3.1761,22.85,82.5,22.853,82.512,0.055439,0,0.055439,0,0.39884,1.44,43.796,-120.65,9.8008,15.309,0,0,0,33309,6532,38.854,0.12548,NaN,240.48,NaN,0.071089,5088677,3078.6,3.8114,0.63505,0.82028,0.38587,0.12852,0.12066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024061,13.97,153.28,89,0,NaN,5.9444,856.92,334.9,0.01,0.058797
0.33,3.4087,23.675,82.598,23.679,82.611,0.059499,0,0.059499,0,0.41325,1.4418,43.796,-120.65,9.8008,14.868,0,0,0,33293,6516.2,38.843,0.12547,NaN,240.44,NaN,0.073493,5260664,3080.7,4.057,0.63478,0.81698,0.38554,0.12854,0.1207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002493,13.97,153.28,89,0,NaN,5.9428,856.9,334.9,0.01,0.059407
# Event LAUNCHROD occurred at t=0.34 seconds
0.34,3.6496,24.501,82.71,24.505,82.714,0.063704,0,0.063704,0,0.42767,0.84241,43.796,-120.65,9.8008,14.453,0,0,0,33277,6500.4,38.832,0.12545,239.56,240.41,-0.060308,0.075905,5433139,3083.4,4.3082,0.63452,0.81334,0.38522,0.12855,0.12075,4.8354,-0.29172,4.4375e-4,0,0.013177,0.013177,0,0,0.00258,13.97,153.28,89,0,NaN,5.9413,856.87,334.9,0.015,0.078777
0.355,4.0264,25.743,82.867,25.747,82.871,0.070213,0,0.070213,4.0006e-6,0.44013,0.82339,43.796,-120.65,9.8008,13.787,1.9458e-4,-6.5084e-6,0,33257,6480.5,38.818,0.12542,240.41,240.36,0.0036204,0.079501,5690343,3087.4,4.6867,0.63417,0.8066,0.38477,0.12858,0.12082,4.529,0.01601,4.6115e-4,0,0.013179,0.013179,0,-2.753e-8,0.0027107,13.97,153.28,89,7.9203e-7,NaN,5.9388,856.83,334.9,0.0225,0.080526
0.3775,4.6266,27.609,83.104,27.613,83.108,0.080323,3.1055e-8,0.080323,2.2152e-5,0.45852,0.8138,43.796,-120.65,9.8008,12.688,5.2111e-4,1.451e-5,-8.7277e-9,33228,6450.7,38.798,0.12539,241.89,240.29,0.11456,0.084851,6072966,3093.5,5.2504,0.63369,0.79331,0.38413,0.12862,0.12094,4.0405,0.46243,-4.8921e-4,0,0.013182,0.013182,0,1.2011e-7,0.0029072,13.97,153.28,89,2.8297e-6,NaN,5.9349,856.77,334.9,0.03375,0.081161
0.41125,5.6058,30.418,83.458,30.422,83.462,0.096259,1.1433e-7,0.096259,6.8052e-5,0.48571,0.79833,43.796,-120.65,9.8008,11.306,0.0010949,1.1709e-4,-3.0359e-8,33183,6405.9,38.767,0.12533,243.92,240.19,0.26707,0.092966,6653135,3102.5,6.1433,0.63306,0.77333,0.38326,0.12868,0.12112,3.4558,0.92256,-4.5556e-4,0,0.013186,0.013186,0,6.5161e-6,0.0032029,13.97,153.28,88.999,8.5358e-6,NaN,5.9286,856.66,334.89,0.05,0.081785
0.46125,7.2313,34.6,83.98,34.604,83.983,0.12153,3.4095e-7,0.12153,1.6074e-4,0.52475,0.76026,43.796,-120.65,9.8008,9.8337,0.0021519,4.1555e-4,-1.8371e-7,33116,6339.3,38.721,0.12525,246.3,240.03,0.44899,0.1052,7527195,3113.3,7.6198,0.63231,0.74929,0.38208,0.12879,0.12144,2.8706,1.2891,1.3502e-4,0,0.013193,0.013193,0,6.4104e-5,0.0036431,13.97,153.28,88.995,8.8334e-5,NaN,5.918,856.49,334.89,0.05,0.082404
0.51125,9.0664,38.807,84.481,38.811,84.484,0.14868,7.063e-7,0.14868,2.7218e-4,0.56076,0.68608,43.796,-120.65,9.8008,8.987,0.0034906,8.7278e-4,-7.2267e-7,33037,6259.8,38.666,0.12516,247.8,239.84,0.56928,0.11767,8418574,3124,9.3458,0.63173,0.73462,0.38102,0.12891,0.1218,2.5519,1.452,-1.6299e-4,0,0.013202,0.013202,0,2.2599e-4,0.004086,13.97,153.28,88.983,4.993e-4,NaN,5.9061,856.3,334.88,0.05,0.083026
0.56125,11.113,43.039,84.978,43.043,84.98,0.17755,1.2543e-6,0.17755,4.0477e-4,0.59318,0.61068,43.796,-120.65,9.8008,8.37,0.005149,0.0014903,-2.2367e-6,32957,6180.2,38.611,0.12506,248.95,239.65,0.66506,0.13028,9318496,3134.8,11.284,0.63131,0.72383,0.38006,0.12904,0.12221,2.3281,1.5477,3.8409e-4,0,0.013211,0.013211,0,5.3759e-4,0.0045316,13.97,153.28,88.962,0.0018681,NaN,5.8928,856.08,334.87,0.05,0.083795
0.61125,13.371,47.296,85.471,47.3,85.473,0.20793,2.1133e-6,0.20793,5.8234e-4,0.62126,0.53874,43.796,-120.65,9.8008,7.9131,0.0071666,0.0022757,-5.9779e-6,32878,6100.7,38.555,0.12497,249.83,239.46,0.74222,0.143,10226012,3145.6,13.442,0.63103,0.7159,0.37917,0.1292,0.12266,2.167,1.6074,-3.779e-5,0,0.013222,0.013222,0,0.0010406,0.0049797,13.97,153.28,88.929,0.0055851,NaN,5.8781,855.84,334.86,0.05,0.084426
0.66125,15.843,51.578,85.965,51.582,85.967,0.23968,3.6288e-6,0.23968,8.6749e-4,0.64919,0.59411,43.796,-120.65,9.8008,7.0681,0.0095779,0.0032468,-1.3227e-5,32798,6021.2,38.499,0.12487,251.55,239.27,0.87899,0.15562,11126109,3156.3,15.605,0.63101,0.70197,0.3785,0.12936,0.12315,1.879,1.6499,4.6541e-5,0,0.013233,0.013233,0,0.0017886,0.0054304,13.97,153.28,88.879,0.013811,NaN,5.862,855.58,334.85,0.05,0.085044
0.71125,18.529,55.884,86.455,55.888,86.458,0.27292,6.6078e-6,0.27292,0.0013872,0.68152,0.71333,43.796,-120.65,9.8008,6.2391,0.012419,0.004401,-2.6634e-5,32719,5941.6,38.443,0.12478,253.36,239.08,1.0216,0.16831,1.203e7,3167.1,17.921,0.63157,0.68939,0.37834,0.12954,0.12368,1.6094,1.6414,-4.5959e-4,0,0.013246,0.013246,0,0.0028095,0.0058837,13.97,153.28,88.811,0.029629,NaN,5.8446,855.29,334.84,0.05,0.085661
0.76125,21.432,60.214,86.941,60.219,86.945,0.30795,1.2737e-5,0.30795,0.0023697,0.7211,0.88005,43.796,-120.65,9.8008,5.5104,0.015729,0.00572,-4.966e-5,32639,5862.1,38.387,0.12468,255.04,238.89,1.156,0.18111,12941597,3177.8,20.431,0.63217,0.67903,0.37817,0.12974,0.12426,1.3832,1.5947,2.0464e-4,0,0.013259,0.013259,0,0.0040991,0.0063396,13.97,153.28,88.72,0.056917,NaN,5.8257,854.98,334.83,0.05,0.08628
0.81125,24.551,64.569,87.421,64.574,87.427,0.34518,2.5267e-5,0.34518,0.004194,0.76949,1.0575,43.796,-120.65,9.8008,4.9982,0.017337,0.0071917,-8.5553e-5,32560,5782.5,38.331,0.12458,256.29,238.7,1.2592,0.19406,13862878,3188.6,23.219,0.63283,0.67242,0.37799,0.12995,0.1249,1.2302,1.5435,-3.8448e-4,0,-7.2622e-4,0.013274,0.014,0.0056443,0.0067981,13.97,153.28,88.604,0.10016,NaN,5.8054,854.65,334.82,0.05,0.086892
0.86125,27.889,68.948,87.894,68.953,87.903,0.38504,5.0013e-5,0.38504,0.0074422,0.82622,1.2438,43.796,-120.65,9.8007,4.6719,0.017263,0.0088352,-1.3169e-4,32480,5703,38.274,0.12449,257.12,238.51,1.3324,0.20715,14793660,3199.4,26.303,0.63355,0.66872,0.37779,0.13018,0.12558,1.1355,1.5059,1.3946e-4,0,1.9495e-4,0.01329,0.013095,0.0074764,0.0072591,13.97,153.28,88.46,0.16022,NaN,5.7837,854.29,334.8,0.05,0.087505
0.91125,31.446,73.35,88.357,73.355,88.372,0.42803,9.6417e-5,0.42803,0.012906,0.89642,1.5982,43.796,-120.65,9.8007,4.0909,0.017461,0.010617,-1.9137e-4,32400,5623.5,38.217,0.12439,258.64,238.31,1.4553,0.22022,15721834,3209.9,29.417,0.63431,0.66206,0.37758,0.13043,0.1263,0.97161,1.4039,-3.3673e-4,0,8.1058e-4,0.013307,0.012497,0.0095525,0.0077225,13.97,153.28,88.285,0.23419,NaN,5.7606,853.92,334.79,0.05,0.10465
0.96125,35.225,77.775,88.719,77.781,88.743,0.47505,1.784e-4,0.47505,0.021517,0.98823,2.073,43.796,-120.65,9.8007,3.4345,0.017893,0.01244,-2.69e-4,32320,5543.5,38.159,0.1243,260.45,238.11,1.599,0.23334,16652371,3217.4,32.674,0.63512,0.6553,0.37735,0.13069,0.12708,0.79416,1.2579,6.7573e-5,0,0.0012012,0.013326,0.012125,0.011684,0.0081885,13.97,153.28,88.077,0.31928,NaN,5.736,853.51,334.77,0.05,0.11297
1.0113,39.224,82.218,89.045,82.226,89.081,0.52723,3.1538e-4,0.52723,0.034273,1.103,2.544,43.796,-120.65,9.8007,3.0089,0.018521,0.0143,-3.6805e-4,32239,5461.9,38.1,0.1242,261.69,237.91,1.7019,0.24661,17592646,3223.8,36.282,0.63598,0.6518,0.37711,0.13097,0.12791,0.68356,1.1498,-3.1792e-4,0,0.0014302,0.013346,0.011915,0.013823,0.0086563,13.97,153.28,87.837,0.41279,NaN,5.71,853.09,334.76,0.05,0.11361
1.0613,43.447,86.678,89.364,86.687,89.419,0.58581,5.334e-4,0.58581,0.05217,1.2448,3.1337,43.796,-120.65,9.8007,2.5192,0.019307,0.016142,-5.0204e-4,32156,5379.4,38.04,0.1241,263.16,237.71,1.8223,0.25991,18534179,3230.2,40.061,0.6369,0.64824,0.37685,0.13126,0.12878,0.56056,1.006,2.1147e-4,0,0.0015387,0.013367,0.011828,0.015858,0.0091259,13.97,153.28,87.563,0.51246,NaN,5.6826,852.64,334.74,0.05,0.11422
1.1113,47.893,91.153,89.671,91.164,89.748,0.65221,8.6633e-4,0.65221,0.076106,1.4162,3.7271,43.796,-120.65,9.8007,2.2038,0.020215,0.017951,-6.7386e-4,32074,5296.9,37.98,0.124,264.16,237.5,1.908,0.27334,19483639,3236.7,44.177,0.63787,0.64669,0.37658,0.13158,0.12971,0.48382,0.90583,-1.319e-4,0,0.001567,0.013389,0.011822,0.017734,0.0095971,13.97,153.28,87.256,0.6167,NaN,5.6537,852.17,334.73,0.05,0.11483
1.1613,52.562,95.643,89.965,95.657,90.072,0.72792,0.0013573,0.72792,0.10684,1.6178,4.3992,43.796,-120.65,9.8007,1.8958,0.021217,0.019767,-9.0577e-4,31991,5214.4,37.92,0.1239,265.15,237.29,1.9942,0.28684,20436445,3243.1,48.531,0.6389,0.64552,0.37629,0.13191,0.1307,0.4107,0.79983,-2.9575e-4,0,0.0015394,0.013413,0.011874,0.01953,0.01007,13.97,153.28,86.916,0.72396,NaN,5.6233,851.67,334.71,0.05,0.11555
1.2113,57.457,100.15,90.239,100.17,90.398,0.8147,0.0020599,0.8147,0.14487,1.8614,5.3529,43.796,-120.65,9.8007,1.2447,0.022283,0.021291,-0.0013746,31909,5131.9,37.859,0.1238,267.34,237.09,2.1654,0.30024,21381334,3249.6,52.924,0.63997,0.64291,0.376,0.13226,0.13172,0.2619,0.54657,3.952e-4,0,0.0014728,0.013438,0.011966,0.020683,0.010544,13.97,153.28,86.545,0.83301,NaN,5.5915,851.15,334.69,0.05,0.11629
1.2613,62.577,104.67,90.495,104.69,90.715,0.91486,0.0030388,0.91486,0.19031,2.1529,6.3109,43.796,-120.65,9.8006,0.7361,0.02339,0.022307,-0.0023302,31826,5049.4,37.798,0.1237,269.14,236.88,2.3095,0.31375,22332670,3256,57.689,0.6411,0.64215,0.37568,0.13263,0.1328,0.15131,0.32887,-4.9011e-5,0,0.0013899,0.013465,0.012075,0.020793,0.01102,13.97,153.28,86.151,0.94351,NaN,5.5582,850.6,334.67,0.05,0.11689
