# Brothers Summer 2013 (Up to date)
# 1109 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (24.2 m/s).
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position upwind (m),Position parallel to wind (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
7.3612,1765.9,278.3,-24.327,279.53,24.384,143.66,2.6088,143.68,1.0404,26.146,1.6687,43.796,-120.65,9.7954,0.023641,0.046114,-0.0022026,-0.0026515,26777,0,33.432,0.11764,273.83,221.61,3.7384,0.85373,51746663,0,391.5,0.72813,0.72813,0.35176,0.16162,0.21475,0.004898,0.018467,3.3277e-4,0,4.2796e-5,0.016323,0.01628,-2.8511e-5,0.029494,13.97,153.28,83.717,0.72023,NaN,-5.5133,687.54,327.96,0.05,0.24013
7.4112,1779.8,277.09,-24.149,278.31,24.214,144.96,2.6333,144.99,1.0407,26.061,1.7769,43.796,-120.65,9.7954,0.0562,0.046323,-0.0026919,-0.0014478,26777,0,33.432,0.11764,273.69,221.61,3.7279,0.85011,51459496,0,387.05,0.72727,0.72728,0.352,0.16132,0.21395,0.011656,0.04361,3.1988e-4,0,4.0227e-5,0.016283,0.016242,-4.2964e-5,0.029367,13.97,153.28,83.774,0.57675,NaN,-5.6036,686.33,327.9,0.05,0.24073
7.4612,1793.6,275.89,-23.955,277.1,24.046,146.26,2.6573,146.29,1.0408,25.964,2.0898,43.796,-120.65,9.7953,0.13343,0.046514,-0.0018063,-4.4355e-4,26777,0,33.432,0.11764,273.37,221.61,3.7053,0.84663,51180927,0,382.8,0.72644,0.72648,0.35222,0.16104,0.21318,0.02776,0.10289,-4.1877e-4,0,3.7135e-5,0.016244,0.016207,-1.9511e-5,0.029241,13.97,153.28,83.819,0.50675,NaN,-5.6935,685.13,327.85,0.05,0.24133
7.5112,1807.4,274.69,-23.777,275.91,23.886,147.56,2.6809,147.58,1.0409,25.852,2.2777,43.796,-120.65,9.7953,0.1836,0.04669,4.7474e-4,-2.9482e-4,26777,0,33.432,0.11764,273.16,221.61,3.6902,0.84317,50904828,0,378.61,0.72563,0.7257,0.35244,0.16076,0.21242,0.038271,0.1413,-9.491e-5,0,3.5137e-5,0.016207,0.016172,1.3592e-6,0.029115,13.97,153.28,83.833,0.52676,NaN,-5.7829,683.94,327.79,0.05,0.24193
7.5612,1821.1,273.51,-23.652,274.72,23.73,148.85,2.7041,148.87,1.0408,25.749,1.9216,43.796,-120.65,9.7952,0.099727,0.04686,0.0023038,-2.5015e-4,26777,0,33.432,0.11764,273.45,221.61,3.7111,0.83957,50621136,0,374.27,0.72478,0.7248,0.35267,0.16047,0.21163,0.020697,0.076694,-2.3998e-4,0,3.3781e-5,0.016169,0.016135,3.2294e-5,0.02899,13.97,153.28,83.808,0.63268,NaN,-5.872,682.75,327.74,0.05,0.24253
7.6112,1834.7,272.33,-23.502,273.53,23.577,150.13,2.7269,150.16,1.0406,25.655,1.8858,43.796,-120.65,9.7952,0.090297,0.047015,0.0033502,-8.4817e-4,26777,0,33.432,0.11764,273.47,221.61,3.712,0.83616,50349321,0,370.18,0.72398,0.724,0.35289,0.1602,0.21089,0.018723,0.0698,-9.1796e-6,0,3.0829e-5,0.016133,0.016102,6.8876e-5,0.028865,13.97,153.28,83.759,0.79918,NaN,-5.9607,681.56,327.69,0.05,0.24313
7.6612,1848.3,271.16,-23.333,272.36,23.426,151.41,2.7496,151.44,1.0404,25.555,2.0869,43.796,-120.65,9.7951,0.14252,0.047154,0.0046793,-0.0016158,26777,0,33.432,0.11764,273.25,221.61,3.6964,0.8329,50087615,0,366.29,0.72322,0.72327,0.3531,0.15994,0.21018,0.029612,0.10961,-9.3099e-5,0,2.8083e-5,0.016099,0.016071,1.3546e-4,0.028741,13.97,153.28,83.687,0.98523,NaN,-6.049,680.38,327.63,0.05,0.24375
7.7112,1861.8,269.99,-23.201,271.19,23.282,152.69,2.7724,152.71,1.0402,25.451,1.9391,43.796,-120.65,9.7951,0.10751,0.047283,0.0059752,-0.002867,26777,0,33.432,0.11764,273.36,221.61,3.7042,0.82957,49822140,0,362.34,0.72245,0.72248,0.35331,0.15968,0.20946,0.022293,0.081947,-4.417e-4,0,2.69e-5,0.016065,0.016038,2.2273e-4,0.028618,13.97,153.28,83.584,1.147,NaN,-6.137,679.2,327.58,0.05,0.24436
7.7612,1875.3,268.84,-23.113,270.03,23.154,153.96,2.7955,153.98,1.0402,25.371,1.375,43.796,-120.65,9.7951,0.065507,0.047409,-0.005364,-0.0041308,26777,0,33.432,0.11764,273.49,221.61,3.7139,0.8261,49549098,0,358.29,0.72165,0.72166,0.35352,0.15941,0.20872,0.01355,0.050399,1.1885e-4,0,2.5805e-5,0.01603,0.016004,-1.8107e-4,0.028495,13.97,153.28,83.461,1.2517,NaN,-6.2245,678.03,327.53,0.05,0.24496
7.8112,1888.7,267.68,-22.989,268.88,23.021,155.23,2.8188,155.25,1.0404,25.306,1.2101,43.796,-120.65,9.795,0.10717,0.047522,-0.0053009,-0.002591,26777,0,33.432,0.11764,273.31,221.61,3.7011,0.8228,49287184,0,354.46,0.72089,0.72091,0.35373,0.15915,0.20801,0.022203,0.082821,-4.3372e-4,0,2.3703e-5,0.015997,0.015973,-1.7831e-4,0.028372,13.97,153.28,83.347,1.2833,NaN,-6.3117,676.87,327.47,0.05,0.24557
7.8612,1902.1,266.54,-22.878,267.73,22.897,156.49,2.8426,156.51,1.0406,25.255,0.9261,43.796,-120.65,9.795,0.1784,0.047628,-0.0039177,-0.0014135,26777,0,33.432,0.11764,273.02,221.61,3.6803,0.81943,49021706,0,350.61,0.72012,0.72019,0.35394,0.15889,0.20729,0.037069,0.13604,-2.0291e-4,0,2.225e-5,0.015963,0.015941,-9.8228e-5,0.028251,13.97,153.28,83.255,1.2398,NaN,-6.3985,675.71,327.42,0.05,0.24628
7.9112,1915.4,265.4,-22.73,266.59,22.751,157.75,2.8667,157.78,1.0411,25.209,0.98418,43.796,-120.65,9.7949,0.1595,0.047725,-0.0018328,-0.0012053,26777,0,33.432,0.11764,273.07,221.61,3.6838,0.81617,48763706,0,346.87,0.71937,0.71943,0.35414,0.15863,0.2066,0.033098,0.12189,4.5667e-4,0,2.0246e-5,0.015931,0.015911,-2.1678e-5,0.028131,13.97,153.28,83.2,1.1326,NaN,-6.4849,674.55,327.37,0.05,0.2469
7.9612,1928.6,264.26,-22.569,265.46,22.599,159.01,2.8909,159.04,1.0416,25.153,1.1634,43.796,-120.65,9.7949,0.10623,0.047812,-4.6687e-4,-0.001138,26777,0,33.432,0.11764,273.25,221.61,3.6967,0.81294,48508032,0,343.18,0.71864,0.71866,0.35434,0.15838,0.20591,0.02198,0.081337,-1.6478e-5,0,1.8796e-5,0.0159,0.015881,-1.4183e-6,0.028011,13.97,153.28,83.178,0.98093,NaN,-6.571,673.4,327.32,0.05,0.24752
8.0112,1941.8,263.14,-22.445,264.33,22.468,160.27,2.9153,160.29,1.0421,25.101,1.0078,43.796,-120.65,9.7949,0.14499,0.047895,9.6982e-4,-0.0011631,26777,0,33.432,0.11764,273.08,221.61,3.6846,0.80954,48242669,0,339.38,0.71787,0.71792,0.35455,0.15812,0.2052,0.030043,0.11078,3.837e-4,0,1.7831e-5,0.015867,0.01585,6.1734e-6,0.027893,13.97,153.28,83.181,0.81299,NaN,-6.6567,672.26,327.26,0.05,0.24816
8.0612,1954.9,262.02,-22.285,263.21,22.317,161.52,2.9395,161.55,1.0426,25.045,1.1912,43.796,-120.65,9.7948,0.093903,0.047969,0.0020073,-0.0015507,26777,0,33.432,0.11764,273.25,221.61,3.6968,0.80626,47985789,0,335.71,0.71713,0.71715,0.35475,0.15787,0.20451,0.019403,0.071652,2.7987e-4,0,1.6186e-5,0.015836,0.01582,2.667e-5,0.027775,13.97,153.28,83.213,0.66016,NaN,-6.7421,671.11,327.21,0.05,0.24878
8.1112,1968,260.91,-22.147,262.1,22.178,162.77,2.9634,162.8,1.043,24.986,1.1827,43.796,-120.65,9.7948,0.09531,0.048037,0.0028792,-0.0019207,26777,0,33.432,0.11764,273.23,221.61,3.6949,0.80289,47723821,0,332,0.71637,0.7164,0.35496,0.15761,0.2038,0.019687,0.072996,2.8336e-5,0,1.4998e-5,0.015805,0.01579,5.5351e-5,0.027659,13.97,153.28,83.265,0.54956,NaN,-6.827,669.98,327.16,0.05,0.2494
8.1612,1981,259.81,-21.997,261,22.035,164.02,2.987,164.04,1.0433,24.926,1.2856,43.796,-120.65,9.7947,0.066755,0.048099,0.003129,-0.0029325,26777,0,33.432,0.11764,273.31,221.61,3.7011,0.79957,47465371,0,328.35,0.71563,0.71564,0.35516,0.15736,0.20311,0.013765,0.050512,-5.3825e-5,0,1.3456e-5,0.015774,0.015761,6.5936e-5,0.027543,13.97,153.28,83.335,0.5009,NaN,-6.9116,668.85,327.11,0.05,0.25002
8.2112,1994,258.71,-21.824,259.9,21.886,165.26,3.0101,165.29,1.0435,24.853,1.6511,43.796,-120.65,9.7947,0.076754,0.048153,-0.0034319,-0.0025459,26777,0,33.432,0.11764,273.25,221.61,3.6968,0.79638,47215665,0,324.87,0.71492,0.71494,0.35535,0.15712,0.20245,0.015828,0.058894,-3.2757e-4,0,1.1676e-5,0.015745,0.015733,-7.9982e-5,0.027429,13.97,153.28,83.414,0.52171,NaN,-6.9959,667.72,327.06,0.05,0.25064
8.2612,2006.9,257.62,-21.652,258.81,21.748,166.5,3.0329,166.53,1.0435,24.759,2.0451,43.796,-120.65,9.7947,0.19061,0.048199,-0.002536,-0.0011012,26777,0,33.432,0.11764,272.8,221.61,3.6647,0.79325,4.697e7,0,321.5,0.71423,0.71431,0.35554,0.15689,0.2018,0.039505,0.1445,-3.7406e-4,0,1.022e-5,0.015717,0.015707,-4.4034e-5,0.027314,13.97,153.28,83.479,0.60645,NaN,-7.0798,666.6,327.01,0.05,0.25126
8.3112,2019.7,256.54,-21.524,257.73,21.619,167.74,3.0554,167.76,1.0435,24.658,2.0205,43.796,-120.65,9.7946,0.19027,0.04824,-4.9882e-4,-9.6316e-4,26777,0,33.432,0.11764,272.78,221.61,3.6632,0.79,46718667,0,318.03,0.71352,0.7136,0.35574,0.15664,0.20113,0.03942,0.14479,-2.7464e-4,0,9.1195e-6,0.015688,0.015679,-1.7182e-6,0.0272,13.97,153.28,83.508,0.73817,NaN,-7.1634,665.48,326.96,0.05,0.2519
8.3612,2032.5,255.47,-21.399,256.65,21.492,168.97,3.0777,168.99,1.0435,24.556,2.0037,43.796,-120.65,9.7946,0.1906,0.048275,0.0016046,-0.0010199,26777,0,33.432,0.11764,272.76,221.61,3.6617,0.78684,46472390,0,314.65,0.71282,0.7129,0.35593,0.15641,0.20049,0.039474,0.14457,-4.3176e-4,0,7.7834e-6,0.01566,0.015652,1.7927e-5,0.027086,13.97,153.28,83.498,0.89247,NaN,-7.2466,664.37,326.91,0.05,0.25301
8.4112,2045.3,254.4,-21.298,255.58,21.371,170.19,3.0999,170.22,1.0435,24.462,1.7582,43.796,-120.65,9.7945,0.12271,0.048304,0.0031586,-0.0014268,26777,0,33.432,0.11764,273,221.61,3.6785,0.78363,46224488,0,311.25,0.71212,0.71215,0.35612,0.15617,0.19983,0.025324,0.09266,-4.0434e-4,0,6.5749e-6,0.015632,0.015625,7.0057e-5,0.026973,13.97,153.28,83.452,1.0407,NaN,-7.3294,663.26,326.86,0.05,0.25363
8.4612,2058,253.34,-21.197,254.51,21.254,171.41,3.1223,171.44,1.0435,24.38,1.556,43.796,-120.65,9.7945,0.069262,0.048328,0.0034494,-0.0026216,26777,0,33.432,0.11764,273.18,221.61,3.6915,0.7805,45981194,0,307.94,0.71144,0.71145,0.3563,0.15594,0.19919,0.014252,0.052049,3.5431e-4,0,5.2475e-6,0.015605,0.015599,8.4252e-5,0.02686,13.97,153.28,83.382,1.158,NaN,-7.4119,662.16,326.81,0.05,0.25423
8.5112,2070.6,252.28,-21.089,253.45,21.139,172.63,3.1449,172.66,1.0437,24.304,1.4563,43.796,-120.65,9.7945,0.050572,0.048347,0.0025771,-0.0041073,26777,0,33.432,0.11764,273.23,221.61,3.6951,0.77744,45743394,0,304.74,0.71077,0.71078,0.35648,0.15572,0.19857,0.010394,0.038387,-2.7919e-4,0,3.9761e-6,0.015578,0.015574,4.7414e-5,0.026748,13.97,153.28,83.3,1.2267,NaN,-7.4941,661.06,326.76,0.05,0.25485
8.5612,2083.2,251.23,-20.994,252.4,21.031,173.84,3.1677,173.87,1.0439,24.238,1.2372,43.796,-120.65,9.7944,0.05716,0.04836,-0.0031585,-0.0034743,26777,0,33.432,0.11764,273.18,221.61,3.6919,0.77434,45503907,0,301.54,0.71011,0.71011,0.35667,0.15549,0.19795,0.011747,0.043155,-2.4797e-5,0,2.8175e-6,0.015552,0.015549,-7.1813e-5,0.026636,13.97,153.28,83.213,1.2381,NaN,-7.5759,659.97,326.71,0.05,0.25546
8.6112,2095.8,250.19,-20.878,251.35,20.915,175.05,3.1908,175.08,1.0443,24.176,1.2449,43.796,-120.65,9.7944,0.052195,0.048369,-0.0028057,-0.0033591,26777,0,33.432,0.11764,273.18,221.61,3.6919,0.77137,45272101,0,298.46,0.70947,0.70947,0.35684,0.15527,0.19735,0.010721,0.03981,-3.5412e-4,0,1.6386e-6,0.015527,0.015525,-5.7119e-5,0.026525,13.97,153.28,83.131,1.194,NaN,-7.6574,658.88,326.66,0.05,0.25611
8.6612,2108.2,249.14,-20.789,250.31,20.813,176.26,3.2142,176.29,1.0447,24.119,0.99694,43.796,-120.65,9.7944,0.11735,0.048373,-0.0033949,-0.0014513,26777,0,33.432,0.11764,272.92,221.61,3.6728,0.76826,45033491,0,295.31,0.7088,0.70883,0.35702,0.15505,0.19673,0.024169,0.088962,1.1377e-4,0,5.8503e-7,0.015501,0.015501,-8.433e-5,0.026415,13.97,153.28,83.058,1.1037,NaN,-7.7385,657.79,326.61,0.05,0.25674
8.7112,2120.7,248.11,-20.711,249.27,20.722,177.46,3.2377,177.49,1.0452,24.079,0.67403,43.796,-120.65,9.7943,0.21542,0.048373,-0.0017708,-9.1154e-4,26777,0,33.432,0.11764,272.53,221.61,3.645,0.7651,44795101,0,292.18,0.70813,0.70823,0.35721,0.15482,0.1961,0.044558,0.1627,-4.2372e-4,0,-5.3266e-7,0.015475,0.015476,-2.3141e-5,0.026306,13.97,153.28,83.008,0.98572,NaN,-7.8193,656.76,326.56,0.05,0.25735
8.7612,2133,247.07,-20.583,248.24,20.599,178.67,3.2612,178.7,1.0457,24.044,0.79178,43.796,-120.65,9.7943,0.17644,0.048368,2.6846e-4,-8.4883e-4,26777,0,33.432,0.11764,272.66,221.61,3.6541,0.76211,44568197,0,289.18,0.70749,0.70756,0.35738,0.15461,0.19551,0.036416,0.1327,-3.8175e-4,0,-1.6455e-6,0.015451,0.015453,5.3623e-7,0.026198,13.97,153.28,82.995,0.85984,NaN,-7.8998,655.74,326.51,0.05,0.26091
8.8112,2145.4,246.05,-20.437,247.22,20.466,179.87,3.2847,179.9,1.0462,23.995,1.0878,43.796,-120.65,9.7942,0.080078,0.04836,0.00124,-0.0010522,26777,0,33.432,0.11764,273,221.61,3.6788,0.75919,44345856,0,286.25,0.70688,0.70689,0.35755,0.1544,0.19493,0.016448,0.06015,2.3648e-5,0,-2.6908e-6,0.015427,0.01543,1.1532e-5,0.02609,13.97,153.28,83.012,0.74249,NaN,-7.9799,654.72,326.46,0.05,0.26157
8.8612,2157.7,245.03,-20.329,246.2,20.356,181.07,3.308,181.1,1.0467,23.943,1.0365,43.796,-120.65,9.7942,0.094467,0.048347,0.0020765,-0.0012364,26777,0,33.432,0.11764,272.93,221.61,3.6735,0.75609,44113218,0,283.22,0.70622,0.70624,0.35773,0.15418,0.19432,0.01941,0.071582,4.7552e-4,0,-3.8175e-6,0.015403,0.015406,3.2613e-5,0.025983,13.97,153.28,83.047,0.6492,NaN,-8.0597,653.71,326.41,0.05,0.26219
8.9112,2169.9,244.02,-20.214,245.18,20.242,182.26,3.3311,182.29,1.047,23.888,1.0605,43.796,-120.65,9.7942,0.083879,0.048331,0.0026344,-0.0015064,26777,0,33.432,0.11764,272.95,221.61,3.675,0.75302,43883242,0,280.23,0.70558,0.70559,0.3579,0.15396,0.19371,0.01722,0.063646,1.8273e-4,0,-4.9391e-6,0.015378,0.015383,5.2939e-5,0.025877,13.97,153.28,83.095,0.59389,NaN,-8.1392,652.7,326.37,0.05,0.26282
8.9612,2182.1,243.01,-20.137,244.17,20.15,183.46,3.3538,183.49,1.0473,23.846,0.72759,43.796,-120.65,9.7941,0.18339,0.04831,0.0043432,-8.2361e-4,26777,0,33.432,0.11764,272.55,221.61,3.6466,0.74975,43642506,0,277.13,0.7049,0.70497,0.35809,0.15373,0.19308,0.037815,0.1382,3.4301e-4,0,-6.227e-6,0.015353,0.015359,1.4519e-4,0.025771,13.97,153.28,83.161,0.58436,NaN,-8.2183,651.7,326.32,0.05,0.26346
9.0112,2194.2,242,-20.003,243.17,20.024,184.65,3.3763,184.68,1.0475,23.807,0.92749,43.796,-120.65,9.7941,0.1083,0.048285,0.0057673,-0.0014707,26777,0,33.432,0.11764,272.82,221.61,3.6655,0.74673,43416939,0,274.23,0.70427,0.70429,0.35826,0.15352,0.19249,0.022245,0.081011,-1.7496e-4,0,-7.1186e-6,0.015329,0.015336,2.5815e-4,0.025666,13.97,153.28,83.255,0.62052,NaN,-8.2972,650.7,326.27,0.05,0.26412
9.0612,2206.3,241.01,-19.838,242.17,19.891,185.84,3.3985,185.87,1.0477,23.746,1.4508,43.796,-120.65,9.794,0.089054,0.048257,-0.005606,-0.0020857,26777,0,33.432,0.11764,272.87,221.61,3.6695,0.74389,43201877,0,271.5,0.70368,0.7037,0.35842,0.15332,0.19194,0.018269,0.067143,2.4008e-4,0,-7.8884e-6,0.015307,0.015315,-2.4585e-4,0.025562,13.97,153.28,83.365,0.69366,NaN,-8.3756,649.7,326.22,0.05,0.26474
9.1112,2218.3,240.02,-19.716,241.18,19.781,187.02,3.4205,187.05,1.0478,23.668,1.5949,43.796,-120.65,9.794,0.14689,0.048227,-0.004646,-0.0010357,26777,0,33.432,0.11764,272.63,221.61,3.6525,0.74089,42978341,0,268.68,0.70306,0.70311,0.35859,0.15311,0.19136,0.030208,0.1101,4.9702e-4,0,-9.075e-6,0.015285,0.015294,-1.7028e-4,0.025458,13.97,153.28,83.462,0.79056,NaN,-8.4538,648.71,326.18,0.05,0.26535
9.1612,2230.3,239.03,-19.619,240.2,19.677,188.2,3.4423,188.23,1.0479,23.594,1.5048,43.796,-120.65,9.794,0.12564,0.048191,-0.0036062,-6.949e-4,26777,0,33.432,0.11764,272.7,221.61,3.6569,0.73782,42751130,0,265.8,0.70243,0.70247,0.35876,0.1529,0.19077,0.025804,0.094144,-2.0704e-4,0,-1.0218e-5,0.015261,0.015272,-1.0347e-4,0.025354,13.97,153.28,83.537,0.89742,NaN,-8.5317,647.72,326.13,0.05,0.26598
9.2112,2242.2,238.06,-19.473,239.22,19.572,189.38,3.4641,189.41,1.0479,23.507,1.9628,43.796,-120.65,9.7939,0.29162,0.048154,-0.0016724,-5.0215e-4,26777,0,33.432,0.11764,272.06,221.61,3.6112,0.73508,42543911,0,263.28,0.70187,0.70206,0.35891,0.15271,0.19024,0.060347,0.21826,-1.7333e-4,0,-1.0624e-5,0.015241,0.015252,-2.2428e-5,0.02525,13.97,153.28,83.586,0.99883,NaN,-8.6092,646.74,326.08,0.05,0.26662
9.2612,2254.1,237.09,-19.354,238.24,19.475,190.55,3.486,190.58,1.0481,23.4,2.1667,43.796,-120.65,9.7939,0.36852,0.048116,0.0015712,-5.0324e-4,26777,0,33.432,0.11764,271.75,221.61,3.5895,0.7323,42334852,0,260.73,0.70131,0.7016,0.35907,0.15252,0.18971,0.076512,0.27482,3.5347e-4,0,-1.1515e-5,0.01522,0.015232,1.9951e-5,0.025147,13.97,153.28,83.588,1.0791,NaN,-8.6864,645.76,326.03,0.05,0.26726
9.3112,2265.9,236.12,-19.289,237.27,19.374,191.72,3.5078,191.75,1.0482,23.302,1.8049,43.796,-120.65,9.7939,0.24742,0.048073,0.0042885,-6.886e-4,26777,0,33.432,0.11764,272.19,221.61,3.6204,0.72932,42114617,0,257.94,0.7007,0.70083,0.35923,0.15232,0.18915,0.051063,0.18507,4.1119e-4,0,-1.2842e-5,0.015199,0.015211,1.4989e-4,0.025044,13.97,153.28,83.532,1.1303,NaN,-8.7633,644.78,325.99,0.05,0.26802
9.3612,2277.7,235.16,-19.211,236.3,19.28,192.88,3.5298,192.91,1.0484,23.215,1.6225,43.796,-120.65,9.7938,0.18388,0.048027,0.0062817,-0.0010486,26777,0,33.432,0.11764,272.41,221.61,3.6362,0.7265,41904193,0,255.34,0.70013,0.70021,0.35939,0.15213,0.18861,0.037826,0.13746,3.3781e-4,0,-1.3592e-5,0.015178,0.015192,3.242e-4,0.024941,13.97,153.28,83.435,1.1528,NaN,-8.8399,643.81,325.94,0.05,0.26864
9.4113,2289.4,234.2,-19.149,235.34,19.194,194.04,3.5519,194.07,1.0487,23.144,1.3074,43.796,-120.65,9.7938,0.071502,0.047978,0.0068303,-0.0027433,26777,0,33.432,0.11764,272.81,221.61,3.6654,0.72366,41692761,0,252.73,0.69956,0.69957,0.35955,0.15193,0.18808,0.014626,0.053078,-1.5697e-4,0,-1.4438e-5,0.015158,0.015172,3.8643e-4,0.02484,13.97,153.28,83.31,1.1494,NaN,-8.9161,642.84,325.9,0.05,0.26926
9.4613,2301.1,233.24,-19.065,234.38,19.105,195.2,3.5741,195.23,1.049,23.078,1.2418,43.796,-120.65,9.7938,0.046146,0.047929,0.0067643,-0.0042932,26777,0,33.432,0.11764,272.89,221.61,3.6711,0.72097,41491298,0,250.29,0.69902,0.69903,0.35969,0.15175,0.18757,0.0094255,0.033861,4.4159e-4,0,-1.4981e-5,0.015138,0.015153,3.8193e-4,0.024739,13.97,153.28,83.171,1.1253,NaN,-8.9921,641.88,325.85,0.05,0.26989
9.5113,2312.7,232.29,-19.029,233.43,19.043,196.35,3.5965,196.38,1.0494,23.03,0.73458,43.796,-120.65,9.7937,0.15476,0.047876,-0.0072928,-0.0012045,26777,0,33.432,0.11764,272.47,221.61,3.6404,0.71805,41276708,0,247.71,0.69844,0.69849,0.35985,0.15156,0.18703,0.031765,0.11573,1.7304e-5,0,-1.6394e-5,0.015118,0.015134,-4.4769e-4,0.024638,13.97,153.28,83.03,1.0864,NaN,-9.0678,640.92,325.8,0.05,0.27052
9.5613,2324.3,231.34,-18.958,232.48,18.967,197.5,3.619,197.53,1.0498,22.997,0.5781,43.796,-120.65,9.7937,0.2161,0.04782,-0.0057439,-6.9941e-4,26777,0,33.432,0.11764,272.22,221.61,3.6228,0.71531,41072405,0,245.28,0.69789,0.69799,0.36,0.15138,0.18652,0.044473,0.16159,-2.7876e-4,0,-1.6989e-5,0.015098,0.015115,-2.7994e-4,0.024538,13.97,153.28,82.911,1.04,NaN,-9.1431,639.96,325.76,0.05,0.27118
9.6113,2335.9,230.4,-18.877,231.54,18.884,198.65,3.6415,198.68,1.0502,22.972,0.5027,43.796,-120.65,9.7937,0.24645,0.047762,-0.003658,-4.669e-4,26777,0,33.432,0.11764,272.09,221.61,3.6135,0.71256,40868975,0,242.86,0.69735,0.69748,0.36015,0.15119,0.18601,0.050777,0.18347,3.0386e-4,0,-1.7684e-5,0.015079,0.015097,-1.1445e-4,0.024439,13.97,153.28,82.826,0.9903,NaN,-9.2181,639.01,325.71,0.05,0.27181
9.6613,2347.4,229.45,-18.765,230.6,18.778,199.8,3.6641,199.83,1.0506,22.941,0.69127,43.796,-120.65,9.7936,0.17616,0.047704,-0.0019098,-3.9145e-4,26777,0,33.432,0.11764,272.34,221.61,3.6312,0.70993,40672554,0,240.51,0.69683,0.6969,0.36029,0.15102,0.18552,0.036165,0.13111,1.5252e-4,0,-1.8154e-5,0.015061,0.015079,-3.1436e-5,0.02434,13.97,153.28,82.776,0.93947,NaN,-9.2929,638.06,325.67,0.05,0.27243
9.7113,2358.8,228.52,-18.666,229.66,18.682,200.94,3.6866,200.97,1.0511,22.906,0.76718,43.796,-120.65,9.7936,0.14571,0.047643,-4.6103e-4,-3.3434e-4,26777,0,33.432,0.11764,272.44,221.61,3.6383,0.70721,40471512,0,238.13,0.6963,0.69634,0.36044,0.15084,0.18502,0.029863,0.1087,2.8198e-4,0,-1.9119e-5,0.015043,0.015062,-1.8465e-6,0.024242,13.97,153.28,82.755,0.88914,NaN,-9.3673,637.12,325.62,0.05,0.27304
9.7613,2370.2,227.59,-18.544,228.73,18.574,202.09,3.7092,202.12,1.0515,22.86,1.0526,43.796,-120.65,9.7935,0.032796,0.047581,1.5712e-4,-3.4688e-4,26777,0,33.432,0.11764,272.85,221.61,3.6678,0.70461,40277497,0,235.85,0.69579,0.69579,0.36058,0.15067,0.18454,0.0066838,0.024276,1.266e-4,0,-1.9642e-5,0.015025,0.015045,2.1611e-7,0.024144,13.97,153.28,82.755,0.84238,NaN,-9.4414,636.18,325.58,0.05,0.27365
9.8113,2381.6,226.66,-18.451,227.81,18.483,203.23,3.7316,203.26,1.0519,22.806,1.0868,43.796,-120.65,9.7935,0.01826,0.047516,1.5646e-4,-4.2925e-4,26777,0,33.432,0.11764,272.89,221.61,3.6707,0.70186,40075801,0,233.49,0.69525,0.69525,0.36073,0.15049,0.18404,0.0037177,0.013478,2.5044e-4,0,-2.0975e-5,0.015006,0.015027,2.1604e-7,0.024047,13.97,153.28,82.76,0.80297,NaN,-9.5152,635.24,325.53,0.05,0.27426
9.8613,2392.9,225.74,-18.361,226.89,18.394,204.37,3.754,204.4,1.0523,22.752,1.0964,43.796,-120.65,9.7935,0.015754,0.047448,6.7001e-5,-5.449e-4,26777,0,33.432,0.11764,272.88,221.61,3.6702,0.69911,39874252,0,231.14,0.69472,0.69472,0.36087,0.15031,0.18354,0.0032064,0.011726,4.6688e-4,0,-2.1997e-5,0.014988,0.01501,3.9941e-8,0.02395,13.97,153.28,82.769,0.77601,NaN,-9.5887,634.31,325.49,0.05,0.27487
9.9113,2404.1,224.83,-18.251,225.97,18.298,205.5,3.7762,205.54,1.0527,22.692,1.3018,43.796,-120.65,9.7934,0.082674,0.047379,-2.3049e-4,-2.1677e-5,26777,0,33.432,0.11764,272.61,221.61,3.6509,0.69649,39681002,0,228.92,0.69421,0.69423,0.36101,0.15014,0.18306,0.016876,0.061765,1.0022e-4,0,-2.231e-5,0.014971,0.014993,-4.7636e-7,0.023854,13.97,153.28,82.777,0.76487,NaN,-9.6619,633.38,325.44,0.05,0.27549
